"id","resolution_date","source","Type","resolved_to","resolved","SPF_forecast","SPF_bs","Pub_forecast","Pub_bs","question","gpt_score","sonnet_score","deepseek_score","mean_z","LLM_typical_binary","LLM_typical_3"
"1f7b3ef2436775c7530d7858dc141a4cf7a5692745e9f476e1bbd534d183f3f2","2025-07-21","acled","Data",0,TRUE,0.03,9e-04,0.2,0.04,"Will there be more than ten times as many 'Strategic developments' in Uzbekistan for the 30 days before 2025-07-21 compared to one plus the 30-day average of 'Strategic developments' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",9,7,10,0.420663806475177,"Typical","Borderline"
"0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a","2024-07-28","acled","Data",0,TRUE,0,0,0.1,0.01,"Will there be more 'Battles' in Laos for the 30 days before 2024-07-28 compared to the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Battles' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Battles' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.331066355259502,"Typical","Borderline"
"0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a","2024-08-20","acled","Data",0,TRUE,0,0,0.05,0.0025,"Will there be more 'Battles' in Laos for the 30 days before 2024-08-20 compared to the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Battles' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Battles' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.331066355259502,"Typical","Borderline"
"0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a","2024-10-19","acled","Data",0,TRUE,0.01,1e-04,0.1,0.01,"Will there be more 'Battles' in Laos for the 30 days before 2024-10-19 compared to the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Battles' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Battles' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.331066355259502,"Typical","Borderline"
"0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a","2025-01-17","acled","Data",0,TRUE,0.01,1e-04,0.1,0.01,"Will there be more 'Battles' in Laos for the 30 days before 2025-01-17 compared to the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Battles' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Battles' would need to occur in the 30 days leading up to the resolution.",8,8,10,0.331066355259502,"Typical","Borderline"
"0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a","2025-07-21","acled","Data",0,TRUE,0.025,0.000625,0.1,0.01,"Will there be more 'Battles' in Laos for the 30 days before 2025-07-21 compared to the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Battles' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Battles' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.331066355259502,"Typical","Borderline"
"fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089","2024-07-28","acled","Data",0,TRUE,0,0,0.225,0.050625,"Will there be more than ten times as many fatalities in Ivory Coast for the 30 days before 2024-07-28 compared to one plus the 30-day average of fatalities over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of fatalities over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more fatalities would need to occur in the 30 days leading up to the resolution.",10,8,10,0.334586022139254,"Typical","Borderline"
"fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089","2024-08-20","acled","Data",0,TRUE,0.0055,3.025e-05,0.175,0.030625,"Will there be more than ten times as many fatalities in Ivory Coast for the 30 days before 2024-08-20 compared to one plus the 30-day average of fatalities over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of fatalities over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more fatalities would need to occur in the 30 days leading up to the resolution.",10,7,10,0.334586022139254,"Typical","Borderline"
"fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089","2024-10-19","acled","Data",0,TRUE,0.02,4e-04,0.21,0.0441,"Will there be more than ten times as many fatalities in Ivory Coast for the 30 days before 2024-10-19 compared to one plus the 30-day average of fatalities over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of fatalities over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more fatalities would need to occur in the 30 days leading up to the resolution.",10,7,10,0.334586022139254,"Typical","Borderline"
"fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089","2025-01-17","acled","Data",0,TRUE,0.025,0.000625,0.275,0.075625,"Will there be more than ten times as many fatalities in Ivory Coast for the 30 days before 2025-01-17 compared to one plus the 30-day average of fatalities over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of fatalities over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more fatalities would need to occur in the 30 days leading up to the resolution.",10,7,10,0.334586022139254,"Typical","Borderline"
"fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089","2025-07-21","acled","Data",0,TRUE,0.04,0.0016,0.275,0.075625,"Will there be more than ten times as many fatalities in Ivory Coast for the 30 days before 2025-07-21 compared to one plus the 30-day average of fatalities over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of fatalities over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more fatalities would need to occur in the 30 days leading up to the resolution.",9,7,10,0.334586022139254,"Typical","Borderline"
"e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977","2024-07-28","acled","Data",1,TRUE,0.25,0.5625,0.295,0.497025,"Will there be more 'Strategic developments' in Angola for the 30 days before 2024-07-28 compared to the 30-day average of 'Strategic developments' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.378382373657229,"Typical","Borderline"
"e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977","2024-08-20","acled","Data",0,TRUE,0.25,0.0625,0.275,0.075625,"Will there be more 'Strategic developments' in Angola for the 30 days before 2024-08-20 compared to the 30-day average of 'Strategic developments' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.378382373657229,"Typical","Borderline"
"e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977","2024-10-19","acled","Data",0,TRUE,0.3,0.09,0.3,0.09,"Will there be more 'Strategic developments' in Angola for the 30 days before 2024-10-19 compared to the 30-day average of 'Strategic developments' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.378382373657229,"Typical","Borderline"
"e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977","2025-01-17","acled","Data",0,TRUE,0.3,0.09,0.325,0.105625,"Will there be more 'Strategic developments' in Angola for the 30 days before 2025-01-17 compared to the 30-day average of 'Strategic developments' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.378382373657229,"Typical","Borderline"
"e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977","2025-07-21","acled","Data",0,TRUE,0.35,0.1225,0.4,0.16,"Will there be more 'Strategic developments' in Angola for the 30 days before 2025-07-21 compared to the 30-day average of 'Strategic developments' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Strategic developments'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Strategic developments' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Strategic developments' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.378382373657229,"Typical","Borderline"
"600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435","2024-07-28","acled","Data",0,TRUE,0,0,0.02,4e-04,"Will there be more than ten times as many 'Battles' in Andorra for the 30 days before 2024-07-28 compared to one plus the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Battles' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Battles' would need to occur in the 30 days leading up to the resolution.",10,2,10,-0.359070838127913,"Atypical","Borderline"
"600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435","2024-08-20","acled","Data",0,TRUE,0,0,0.03,9e-04,"Will there be more than ten times as many 'Battles' in Andorra for the 30 days before 2024-08-20 compared to one plus the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Battles' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Battles' would need to occur in the 30 days leading up to the resolution.",10,2,10,-0.359070838127913,"Atypical","Borderline"
"600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435","2024-10-19","acled","Data",0,TRUE,0,0,0.05,0.0025,"Will there be more than ten times as many 'Battles' in Andorra for the 30 days before 2024-10-19 compared to one plus the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Battles' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Battles' would need to occur in the 30 days leading up to the resolution.",10,2,10,-0.359070838127913,"Atypical","Borderline"
"600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435","2025-01-17","acled","Data",0,TRUE,0,0,0.05,0.0025,"Will there be more than ten times as many 'Battles' in Andorra for the 30 days before 2025-01-17 compared to one plus the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Battles' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Battles' would need to occur in the 30 days leading up to the resolution.",10,3,10,-0.359070838127913,"Atypical","Borderline"
"600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435","2025-07-21","acled","Data",0,TRUE,0,0,0.1,0.01,"Will there be more than ten times as many 'Battles' in Andorra for the 30 days before 2025-07-21 compared to one plus the 30-day average of 'Battles' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Battles'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Battles' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Battles' would need to occur in the 30 days leading up to the resolution.",10,2,10,-0.359070838127913,"Atypical","Borderline"
"d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739","2024-07-28","acled","Data",0,TRUE,0.01,1e-04,0.104,0.010816,"Will there be more 'Violence against civilians' in Guadeloupe for the 30 days before 2024-07-28 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.420663806475177,"Typical","Borderline"
"d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739","2024-08-20","acled","Data",0,TRUE,0.01,1e-04,0.1295,0.01677025,"Will there be more 'Violence against civilians' in Guadeloupe for the 30 days before 2024-08-20 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.420663806475177,"Typical","Borderline"
"d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739","2024-10-19","acled","Data",0,TRUE,0.01,1e-04,0.2,0.04,"Will there be more 'Violence against civilians' in Guadeloupe for the 30 days before 2024-10-19 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.420663806475177,"Typical","Borderline"
"d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739","2025-01-17","acled","Data",0,TRUE,0.01,1e-04,0.2,0.04,"Will there be more 'Violence against civilians' in Guadeloupe for the 30 days before 2025-01-17 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,7,10,0.420663806475177,"Typical","Borderline"
"d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739","2025-07-21","acled","Data",0,TRUE,0.01,1e-04,0.2,0.04,"Will there be more 'Violence against civilians' in Guadeloupe for the 30 days before 2025-07-21 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.420663806475177,"Typical","Borderline"
"a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d","2024-07-28","acled","Data",0,TRUE,0.1,0.01,0.23,0.0529,"Will there be more 'Violence against civilians' in Bolivia for the 30 days before 2024-07-28 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.449356401253818,"Typical","Borderline"
"a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d","2024-08-20","acled","Data",0,TRUE,0.195,0.038025,0.25,0.0625,"Will there be more 'Violence against civilians' in Bolivia for the 30 days before 2024-08-20 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.449356401253818,"Typical","Borderline"
"a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d","2024-10-19","acled","Data",0,TRUE,0.25,0.0625,0.2,0.04,"Will there be more 'Violence against civilians' in Bolivia for the 30 days before 2024-10-19 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.449356401253818,"Typical","Borderline"
"a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d","2025-01-17","acled","Data",0,TRUE,0.29,0.0841,0.25,0.0625,"Will there be more 'Violence against civilians' in Bolivia for the 30 days before 2025-01-17 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.449356401253818,"Typical","Borderline"
"a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d","2025-07-21","acled","Data",1,TRUE,0.41,0.3481,0.3,0.49,"Will there be more 'Violence against civilians' in Bolivia for the 30 days before 2025-07-21 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.449356401253818,"Typical","Borderline"
"1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5","2024-07-28","acled","Data",0,TRUE,0,0,0.08,0.0064,"Will there be more than ten times as many 'Explosions/Remote violence' in Aruba for the 30 days before 2024-07-28 compared to one plus the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.305893427360612,"Typical","Borderline"
"1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5","2024-08-20","acled","Data",0,TRUE,0,0,0.09,0.0081,"Will there be more than ten times as many 'Explosions/Remote violence' in Aruba for the 30 days before 2024-08-20 compared to one plus the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.305893427360612,"Typical","Borderline"
"1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5","2024-10-19","acled","Data",0,TRUE,0,0,0.055,0.003025,"Will there be more than ten times as many 'Explosions/Remote violence' in Aruba for the 30 days before 2024-10-19 compared to one plus the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.305893427360612,"Typical","Borderline"
"1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5","2025-01-17","acled","Data",0,TRUE,0,0,0.075,0.005625,"Will there be more than ten times as many 'Explosions/Remote violence' in Aruba for the 30 days before 2025-01-17 compared to one plus the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.305893427360612,"Typical","Borderline"
"1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5","2025-07-21","acled","Data",0,TRUE,0,0,0.1,0.01,"Will there be more than ten times as many 'Explosions/Remote violence' in Aruba for the 30 days before 2025-07-21 compared to one plus the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",9,3,10,0.305893427360612,"Typical","Borderline"
"7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848","2024-07-28","acled","Data",0,TRUE,0,0,0.15,0.0225,"Will there be more than ten times as many 'Protests' in Montenegro for the 30 days before 2024-07-28 compared to one plus the 30-day average of 'Protests' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Protests'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Protests' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Protests' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.391971211696536,"Typical","Borderline"
"7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848","2024-08-20","acled","Data",0,TRUE,0.005,2.5e-05,0.2,0.04,"Will there be more than ten times as many 'Protests' in Montenegro for the 30 days before 2024-08-20 compared to one plus the 30-day average of 'Protests' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Protests'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Protests' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Protests' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.391971211696536,"Typical","Borderline"
"7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848","2024-10-19","acled","Data",0,TRUE,0.01,1e-04,0.15,0.0225,"Will there be more than ten times as many 'Protests' in Montenegro for the 30 days before 2024-10-19 compared to one plus the 30-day average of 'Protests' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Protests'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Protests' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Protests' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.391971211696536,"Typical","Borderline"
"7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848","2025-01-17","acled","Data",0,TRUE,0.02,4e-04,0.15,0.0225,"Will there be more than ten times as many 'Protests' in Montenegro for the 30 days before 2025-01-17 compared to one plus the 30-day average of 'Protests' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Protests'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Protests' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Protests' would need to occur in the 30 days leading up to the resolution.",10,7,10,0.391971211696536,"Typical","Borderline"
