id,resolution_date,source,Type,resolved_to,resolved,SPF_forecast,SPF_bs,Pub_forecast,Pub_bs,gpt4T_0S,gpt4T_Reas,gpt4T_News,gpt4T_spf1,gpt4T_spf2,gpt4T_spf3,BS gpt4T_0S,BS gpt4T_Reas,BS gpt4T_News,BS gpt4T_spf1,BS gpt4T_spf2,BS gpt4T_spf3
1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5,2025-01-17,acled,Data,0.0,True,0.0,0.0,0.075,0.005625,0.05,0.1,0.05,0.143,0.05,0.04,0.0025000000000000005,0.010000000000000002,0.0025000000000000005,0.020448999999999995,0.0025000000000000005,0.0016
1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5,2025-07-21,acled,Data,0.0,True,0.0,0.0,0.1,0.01,0.05,0.1,0.05,0.143,0.05,0.04,0.0025000000000000005,0.010000000000000002,0.0025000000000000005,0.020448999999999995,0.0025000000000000005,0.0016
7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.15,0.0225,0.15,0.15,0.45,0.26,0.3,0.5,0.0225,0.0225,0.2025,0.06760000000000001,0.09,0.25
7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848,2024-08-20,acled,Data,0.0,True,0.005,2.5e-05,0.2,0.04,0.15,0.15,0.45,0.26,0.3,0.5,0.0225,0.0225,0.2025,0.06760000000000001,0.09,0.25
7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848,2024-10-19,acled,Data,0.0,True,0.01,0.0001,0.15,0.0225,0.15,0.2,0.5,0.26,0.3,0.5,0.0225,0.04000000000000001,0.25,0.06760000000000001,0.09,0.25
7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848,2025-01-17,acled,Data,0.0,True,0.02,0.0004,0.15,0.0225,0.15,0.2,0.5,0.26,0.3,0.5,0.0225,0.04000000000000001,0.25,0.06760000000000001,0.09,0.25
7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848,2025-07-21,acled,Data,0.0,True,0.02,0.0004,0.15,0.0225,0.15,0.25,0.55,0.26,0.3,0.5,0.0225,0.0625,0.30250000000000005,0.06760000000000001,0.09,0.25
3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.08,0.0064,0.1,0.2,0.25,0.25,0.3,0.5,0.010000000000000002,0.04000000000000001,0.0625,0.0625,0.09,0.25
3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788,2024-08-20,acled,Data,0.0,True,0.0,0.0,0.1,0.01,0.1,0.2,0.25,0.25,0.3,0.5,0.010000000000000002,0.04000000000000001,0.0625,0.0625,0.09,0.25
3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788,2024-10-19,acled,Data,0.0,True,0.0017499999999999,3.0624999999999995e-06,0.1,0.01,0.1,0.2,0.25,0.25,0.3,0.5,0.010000000000000002,0.04000000000000001,0.0625,0.0625,0.09,0.25
3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788,2025-01-17,acled,Data,0.0,True,0.00625,3.906250000000001e-05,0.12,0.0144,0.1,0.2,0.25,0.25,0.3,0.5,0.010000000000000002,0.04000000000000001,0.0625,0.0625,0.09,0.25
3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788,2025-07-21,acled,Data,0.0,True,0.0065,4.225000000000001e-05,0.1,0.01,0.1,0.2,0.25,0.25,0.3,0.5,0.010000000000000002,0.04000000000000001,0.0625,0.0625,0.09,0.25
447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.175,0.0306249999999999,0.15,0.15,0.25,0.22,0.5,0.5,0.0225,0.0225,0.0625,0.0484,0.25,0.25
447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608,2024-08-20,acled,Data,0.0,True,0.0075,5.625e-05,0.19,0.0361,0.15,0.15,0.25,0.22,0.5,0.5,0.0225,0.0225,0.0625,0.0484,0.25,0.25
447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608,2024-10-19,acled,Data,0.0,True,0.0075,5.625e-05,0.25,0.0625,0.15,0.2,0.25,0.22,0.5,0.5,0.0225,0.04000000000000001,0.0625,0.0484,0.25,0.25
447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608,2025-01-17,acled,Data,0.0,True,0.01,0.0001,0.2,0.04,0.15,0.2,0.25,0.22,0.5,0.5,0.0225,0.04000000000000001,0.0625,0.0484,0.25,0.25
447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608,2025-07-21,acled,Data,0.0,True,0.01,0.0001,0.225,0.050625,0.15,0.25,0.25,0.22,0.5,0.5,0.0225,0.0625,0.0625,0.0484,0.25,0.25
meteofrance_TEMPERATURE_celsius.07117.D,2024-07-28,dbnomics,Data,0.0,True,0.535,0.286225,0.5,0.25,0.55,0.7,0.8,0.6,0.8,0.7,0.30250000000000005,0.48999999999999994,0.6400000000000001,0.36,0.6400000000000001,0.48999999999999994
meteofrance_TEMPERATURE_celsius.07117.D,2024-08-20,dbnomics,Data,1.0,True,0.525,0.225625,0.5,0.25,0.6,0.65,0.8,0.58,0.8,0.65,0.16000000000000003,0.12249999999999998,0.03999999999999998,0.17640000000000003,0.03999999999999998,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07117.D,2024-10-19,dbnomics,Data,0.0,True,0.175,0.0306249999999999,0.2,0.04,0.4,0.3,0.2,0.55,0.7,0.35,0.16000000000000003,0.09,0.04000000000000001,0.30250000000000005,0.48999999999999994,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07117.D,2025-01-17,dbnomics,Data,0.0,True,0.01,0.0001,0.08,0.0064,0.1,0.1,0.1,0.53,0.35,0.15,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.28090000000000004,0.12249999999999998,0.0225
meteofrance_TEMPERATURE_celsius.07117.D,2025-07-21,dbnomics,Data,0.0,True,0.54,0.2916,0.5,0.25,0.5,0.65,0.7,0.52,0.8,0.75,0.25,0.42250000000000004,0.48999999999999994,0.27040000000000003,0.6400000000000001,0.5625
meteofrance_TEMPERATURE_celsius.07240.D,2024-07-28,dbnomics,Data,0.0,True,0.51,0.2601,0.5,0.25,0.55,0.45,0.75,0.6,0.75,0.75,0.30250000000000005,0.2025,0.5625,0.36,0.5625,0.5625
meteofrance_TEMPERATURE_celsius.07240.D,2024-08-20,dbnomics,Data,0.0,True,0.485,0.235225,0.5,0.25,0.6,0.55,0.75,0.6,0.75,0.75,0.36,0.30250000000000005,0.5625,0.36,0.5625,0.5625
meteofrance_TEMPERATURE_celsius.07240.D,2024-10-19,dbnomics,Data,0.0,True,0.01,0.0001,0.2,0.04,0.4,0.15,0.25,0.3,0.4,0.25,0.16000000000000003,0.0225,0.0625,0.09,0.16000000000000003,0.0625
meteofrance_TEMPERATURE_celsius.07240.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.1,0.01,0.1,0.05,0.25,0.1,0.5,0.25,0.010000000000000002,0.0025000000000000005,0.0625,0.010000000000000002,0.25,0.0625
meteofrance_TEMPERATURE_celsius.07240.D,2025-07-21,dbnomics,Data,0.0,True,0.515,0.265225,0.5,0.25,0.5,0.5,0.75,0.6,0.75,0.75,0.25,0.25,0.5625,0.36,0.5625,0.5625
meteofrance_TEMPERATURE_celsius.07481.D,2024-07-28,dbnomics,Data,1.0,True,0.57,0.1849,0.55,0.2024999999999999,0.45,0.75,0.75,0.65,0.7,0.7,0.30250000000000005,0.0625,0.0625,0.12249999999999998,0.09000000000000002,0.09000000000000002
meteofrance_TEMPERATURE_celsius.07481.D,2024-08-20,dbnomics,Data,0.0,True,0.5,0.25,0.5,0.25,0.55,0.7,0.7,0.65,0.75,0.65,0.30250000000000005,0.48999999999999994,0.48999999999999994,0.42250000000000004,0.5625,0.42250000000000004
meteofrance_TEMPERATURE_celsius.07481.D,2024-10-19,dbnomics,Data,0.0,True,0.075,0.005625,0.23,0.0529,0.15,0.2,0.3,0.3,0.65,0.35,0.0225,0.04000000000000001,0.09,0.09,0.42250000000000004,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07481.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.1,0.01,0.05,0.05,0.1,0.3,0.6,0.15,0.0025000000000000005,0.0025000000000000005,0.010000000000000002,0.09,0.36,0.0225
meteofrance_TEMPERATURE_celsius.07481.D,2025-07-21,dbnomics,Data,0.0,True,0.6,0.36,0.51,0.2601,0.5,0.75,0.75,0.65,0.8,0.75,0.25,0.5625,0.5625,0.42250000000000004,0.6400000000000001,0.5625
meteofrance_TEMPERATURE_celsius.07015.D,2024-07-28,dbnomics,Data,0.0,True,0.5,0.25,0.5,0.25,0.55,0.75,0.65,0.55,0.3,0.6,0.30250000000000005,0.5625,0.42250000000000004,0.30250000000000005,0.09,0.36
meteofrance_TEMPERATURE_celsius.07015.D,2024-08-20,dbnomics,Data,0.0,True,0.48,0.2304,0.5,0.25,0.45,0.75,0.6,0.5,0.3,0.55,0.2025,0.5625,0.36,0.25,0.09,0.30250000000000005
meteofrance_TEMPERATURE_celsius.07015.D,2024-10-19,dbnomics,Data,0.0,True,0.02,0.0004,0.27,0.0729,0.25,0.25,0.3,0.2,0.3,0.25,0.0625,0.0625,0.09,0.04000000000000001,0.09,0.0625
meteofrance_TEMPERATURE_celsius.07015.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.2,0.04,0.05,0.2,0.2,0.05,0.3,0.05,0.0025000000000000005,0.04000000000000001,0.04000000000000001,0.0025000000000000005,0.09,0.0025000000000000005
meteofrance_TEMPERATURE_celsius.07015.D,2025-07-21,dbnomics,Data,0.0,True,0.5,0.25,0.5,0.25,0.5,0.75,0.55,0.5,0.3,0.65,0.25,0.5625,0.30250000000000005,0.25,0.09,0.42250000000000004
meteofrance_TEMPERATURE_celsius.07460.D,2024-07-28,dbnomics,Data,1.0,True,0.51,0.2400999999999999,0.5,0.25,0.55,0.2,0.75,0.7,0.75,0.85,0.20249999999999996,0.6400000000000001,0.0625,0.09000000000000002,0.0625,0.022500000000000006
meteofrance_TEMPERATURE_celsius.07460.D,2024-08-20,dbnomics,Data,0.0,True,0.535,0.286225,0.425,0.1806249999999999,0.6,0.3,0.75,0.7,0.75,0.8,0.36,0.09,0.5625,0.48999999999999994,0.5625,0.6400000000000001
meteofrance_TEMPERATURE_celsius.07460.D,2024-10-19,dbnomics,Data,0.0,True,0.07,0.0049,0.2,0.04,0.3,0.1,0.3,0.7,0.55,0.4,0.09,0.010000000000000002,0.09,0.48999999999999994,0.30250000000000005,0.16000000000000003
meteofrance_TEMPERATURE_celsius.07460.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.1,0.01,0.05,0.05,0.1,0.7,0.1,0.1,0.0025000000000000005,0.0025000000000000005,0.010000000000000002,0.48999999999999994,0.010000000000000002,0.010000000000000002
meteofrance_TEMPERATURE_celsius.07761.D,2024-07-28,dbnomics,Data,1.0,True,0.42,0.3364000000000001,0.5,0.25,0.55,0.7,0.75,0.615,0.85,0.75,0.20249999999999996,0.09000000000000002,0.0625,0.148225,0.022500000000000006,0.0625
meteofrance_TEMPERATURE_celsius.07761.D,2024-08-20,dbnomics,Data,0.0,True,0.315,0.099225,0.5,0.25,0.6,0.65,0.75,0.615,0.85,0.75,0.36,0.42250000000000004,0.5625,0.378225,0.7224999999999999,0.5625
meteofrance_TEMPERATURE_celsius.07761.D,2024-10-19,dbnomics,Data,0.0,True,0.0,0.0,0.225,0.050625,0.3,0.2,0.3,0.615,0.4,0.35,0.09,0.04000000000000001,0.09,0.378225,0.16000000000000003,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07761.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.1,0.01,0.05,0.1,0.1,0.615,0.35,0.1,0.0025000000000000005,0.010000000000000002,0.010000000000000002,0.378225,0.12249999999999998,0.010000000000000002
meteofrance_TEMPERATURE_celsius.07761.D,2025-07-21,dbnomics,Data,0.0,True,0.46,0.2116,0.5,0.25,0.5,0.7,0.6,0.615,0.85,0.65,0.25,0.48999999999999994,0.36,0.378225,0.7224999999999999,0.42250000000000004
meteofrance_TEMPERATURE_celsius.07190.D,2024-07-28,dbnomics,Data,0.0,True,0.45,0.2025,0.5,0.25,0.55,0.8,0.85,0.5,0.7,0.7,0.30250000000000005,0.6400000000000001,0.7224999999999999,0.25,0.48999999999999994,0.48999999999999994
meteofrance_TEMPERATURE_celsius.07190.D,2024-08-20,dbnomics,Data,0.0,True,0.45,0.2025,0.5,0.25,0.6,0.8,0.75,0.5,0.7,0.65,0.36,0.6400000000000001,0.5625,0.25,0.48999999999999994,0.42250000000000004
meteofrance_TEMPERATURE_celsius.07190.D,2024-10-19,dbnomics,Data,0.0,True,0.06,0.0036,0.215,0.0462249999999999,0.4,0.2,0.25,0.5,0.4,0.35,0.16000000000000003,0.04000000000000001,0.0625,0.25,0.16000000000000003,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07190.D,2025-01-17,dbnomics,Data,0.0,True,0.01,0.0001,0.12,0.0144,0.1,0.1,0.1,0.5,0.1,0.15,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.25,0.010000000000000002,0.0225
meteofrance_TEMPERATURE_celsius.07190.D,2025-07-21,dbnomics,Data,0.0,True,0.5,0.25,0.475,0.225625,0.5,0.85,0.55,0.5,0.6,0.6,0.25,0.7224999999999999,0.30250000000000005,0.25,0.36,0.36
meteofrance_TEMPERATURE_celsius.07621.D,2024-07-28,dbnomics,Data,1.0,True,0.81,0.0360999999999999,0.55,0.2024999999999999,0.55,0.65,0.85,0.7,0.85,0.75,0.20249999999999996,0.12249999999999998,0.022500000000000006,0.09000000000000002,0.022500000000000006,0.0625
meteofrance_TEMPERATURE_celsius.07621.D,2024-08-20,dbnomics,Data,1.0,True,0.8,0.0399999999999999,0.5,0.25,0.55,0.7,0.8,0.7,0.85,0.75,0.20249999999999996,0.09000000000000002,0.03999999999999998,0.09000000000000002,0.022500000000000006,0.0625
meteofrance_TEMPERATURE_celsius.07621.D,2024-10-19,dbnomics,Data,0.0,True,0.2,0.04,0.2,0.04,0.45,0.3,0.3,0.7,0.35,0.55,0.2025,0.09,0.09,0.48999999999999994,0.12249999999999998,0.30250000000000005
meteofrance_TEMPERATURE_celsius.07621.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.1,0.01,0.15,0.1,0.1,0.7,0.35,0.45,0.0225,0.010000000000000002,0.010000000000000002,0.48999999999999994,0.12249999999999998,0.2025
meteofrance_TEMPERATURE_celsius.07621.D,2025-07-21,dbnomics,Data,1.0,True,0.65,0.1224999999999999,0.52,0.2304,0.5,0.65,0.75,0.7,0.85,0.55,0.25,0.12249999999999998,0.0625,0.09000000000000002,0.022500000000000006,0.20249999999999996
meteofrance_TEMPERATURE_celsius.07110.D,2024-07-28,dbnomics,Data,1.0,True,0.6,0.16,0.3,0.4899999999999999,0.55,0.1,0.75,0.67,0.6,0.7,0.20249999999999996,0.81,0.0625,0.10889999999999997,0.16000000000000003,0.09000000000000002
meteofrance_TEMPERATURE_celsius.07110.D,2024-08-20,dbnomics,Data,1.0,True,0.6,0.16,0.38,0.3844,0.55,0.05,0.75,0.67,0.6,0.65,0.20249999999999996,0.9025,0.0625,0.10889999999999997,0.16000000000000003,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07110.D,2024-10-19,dbnomics,Data,0.0,True,0.01,0.0001,0.2,0.04,0.45,0.55,0.3,0.67,0.6,0.45,0.2025,0.30250000000000005,0.09,0.4489000000000001,0.36,0.2025
meteofrance_TEMPERATURE_celsius.07110.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.2,0.04,0.1,0.6,0.1,0.67,0.6,0.25,0.010000000000000002,0.36,0.010000000000000002,0.4489000000000001,0.36,0.0625
meteofrance_TEMPERATURE_celsius.07110.D,2025-07-21,dbnomics,Data,1.0,True,0.7,0.09,0.45,0.3025,0.5,0.65,0.8,0.67,0.6,0.7,0.25,0.12249999999999998,0.03999999999999998,0.10889999999999997,0.16000000000000003,0.09000000000000002
meteofrance_TEMPERATURE_celsius.07020.D,2024-07-28,dbnomics,Data,0.0,True,0.51,0.2601,0.5,0.25,0.55,0.6,0.75,0.55,0.7,0.7,0.30250000000000005,0.36,0.5625,0.30250000000000005,0.48999999999999994,0.48999999999999994
meteofrance_TEMPERATURE_celsius.07020.D,2024-08-20,dbnomics,Data,1.0,True,0.55,0.2024999999999999,0.5,0.25,0.6,0.55,0.7,0.55,0.7,0.65,0.16000000000000003,0.20249999999999996,0.09000000000000002,0.20249999999999996,0.09000000000000002,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07020.D,2024-10-19,dbnomics,Data,0.0,True,0.12,0.0144,0.2,0.04,0.4,0.3,0.3,0.55,0.3,0.45,0.16000000000000003,0.09,0.09,0.30250000000000005,0.09,0.2025
meteofrance_TEMPERATURE_celsius.07020.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.1,0.01,0.1,0.1,0.1,0.55,0.1,0.15,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.30250000000000005,0.010000000000000002,0.0225
meteofrance_TEMPERATURE_celsius.07020.D,2025-07-21,dbnomics,Data,1.0,True,0.55,0.2024999999999999,0.5,0.25,0.5,0.5,0.55,0.55,0.6,0.6,0.25,0.25,0.20249999999999996,0.20249999999999996,0.16000000000000003,0.16000000000000003
meteofrance_TEMPERATURE_celsius.07335.D,2024-07-28,dbnomics,Data,1.0,True,0.5,0.25,0.5,0.25,0.55,0.6,0.85,0.71,0.6,0.7,0.20249999999999996,0.16000000000000003,0.022500000000000006,0.08410000000000002,0.16000000000000003,0.09000000000000002
meteofrance_TEMPERATURE_celsius.07335.D,2024-08-20,dbnomics,Data,0.0,True,0.4,0.16,0.4,0.16,0.6,0.6,0.85,0.6,0.6,0.4,0.36,0.36,0.7224999999999999,0.36,0.36,0.16000000000000003
meteofrance_TEMPERATURE_celsius.07335.D,2024-10-19,dbnomics,Data,0.0,True,0.05,0.0025,0.2,0.04,0.4,0.2,0.3,0.55,0.3,0.4,0.16000000000000003,0.04000000000000001,0.09,0.30250000000000005,0.09,0.16000000000000003
meteofrance_TEMPERATURE_celsius.07335.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.2,0.04,0.1,0.1,0.1,0.2,0.3,0.4,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.04000000000000001,0.09,0.16000000000000003
meteofrance_TEMPERATURE_celsius.07335.D,2025-07-21,dbnomics,Data,0.0,True,0.52,0.2704,0.5,0.25,0.5,0.7,0.85,0.71,0.6,0.7,0.25,0.48999999999999994,0.7224999999999999,0.5041,0.36,0.48999999999999994
meteofrance_TEMPERATURE_celsius.07577.D,2024-07-28,dbnomics,Data,1.0,True,0.565,0.189225,0.27,0.5328999999999999,0.55,0.85,0.55,0.6,0.55,0.2,0.20249999999999996,0.022500000000000006,0.20249999999999996,0.16000000000000003,0.20249999999999996,0.6400000000000001
meteofrance_TEMPERATURE_celsius.07577.D,2024-08-20,dbnomics,Data,1.0,True,0.515,0.235225,0.265,0.540225,0.6,0.85,0.5,0.55,0.55,0.15,0.16000000000000003,0.022500000000000006,0.25,0.20249999999999996,0.20249999999999996,0.7224999999999999
meteofrance_TEMPERATURE_celsius.07577.D,2024-10-19,dbnomics,Data,0.0,True,0.001,1e-06,0.1,0.01,0.4,0.25,0.3,0.2,0.45,0.05,0.16000000000000003,0.0625,0.09,0.04000000000000001,0.2025,0.0025000000000000005
meteofrance_TEMPERATURE_celsius.07577.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.075,0.005625,0.1,0.1,0.1,0.1,0.25,0.02,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.0625,0.0004
meteofrance_TEMPERATURE_celsius.07577.D,2025-07-21,dbnomics,Data,1.0,True,0.535,0.2162249999999999,0.48,0.2704,0.5,0.85,0.55,0.5,0.5,0.25,0.25,0.022500000000000006,0.20249999999999996,0.25,0.25,0.5625
meteofrance_TEMPERATURE_celsius.07130.D,2024-07-28,dbnomics,Data,1.0,True,0.6,0.16,0.5,0.25,0.55,0.7,0.75,0.65,0.75,0.65,0.20249999999999996,0.09000000000000002,0.0625,0.12249999999999998,0.0625,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07130.D,2024-08-20,dbnomics,Data,0.0,True,0.53,0.2809,0.5,0.25,0.6,0.6,0.75,0.65,0.75,0.6,0.36,0.36,0.5625,0.42250000000000004,0.5625,0.36
meteofrance_TEMPERATURE_celsius.07130.D,2024-10-19,dbnomics,Data,0.0,True,0.01,0.0001,0.3,0.09,0.4,0.3,0.4,0.6,0.55,0.45,0.16000000000000003,0.09,0.16000000000000003,0.36,0.30250000000000005,0.2025
meteofrance_TEMPERATURE_celsius.07130.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.13,0.0169,0.1,0.1,0.2,0.4,0.2,0.3,0.010000000000000002,0.010000000000000002,0.04000000000000001,0.16000000000000003,0.04000000000000001,0.09
meteofrance_TEMPERATURE_celsius.07130.D,2025-07-21,dbnomics,Data,1.0,True,0.53,0.2208999999999999,0.5,0.25,0.5,0.7,0.6,0.7,0.75,0.55,0.25,0.09000000000000002,0.16000000000000003,0.09000000000000002,0.0625,0.20249999999999996
meteofrance_TEMPERATURE_celsius.78897.D,2024-07-28,dbnomics,Data,0.0,True,0.525,0.275625,0.395,0.156025,0.55,0.6,0.7,0.5,0.35,0.55,0.30250000000000005,0.36,0.48999999999999994,0.25,0.12249999999999998,0.30250000000000005
meteofrance_TEMPERATURE_celsius.78897.D,2024-08-20,dbnomics,Data,1.0,True,0.595,0.164025,0.4,0.36,0.55,0.6,0.65,0.5,0.35,0.6,0.20249999999999996,0.16000000000000003,0.12249999999999998,0.25,0.42250000000000004,0.16000000000000003
meteofrance_TEMPERATURE_celsius.78897.D,2024-10-19,dbnomics,Data,1.0,True,0.11,0.7921,0.2,0.6400000000000001,0.45,0.5,0.4,0.5,0.35,0.45,0.30250000000000005,0.25,0.36,0.25,0.42250000000000004,0.30250000000000005
meteofrance_TEMPERATURE_celsius.78897.D,2025-01-17,dbnomics,Data,0.0,True,0.05,0.0025,0.145,0.021025,0.25,0.3,0.2,0.5,0.35,0.3,0.0625,0.09,0.04000000000000001,0.25,0.12249999999999998,0.09
meteofrance_TEMPERATURE_celsius.78925.D,2024-07-28,dbnomics,Data,0.0,True,0.5,0.25,0.425,0.1806249999999999,0.55,0.85,0.75,0.636,0.7,0.65,0.30250000000000005,0.7224999999999999,0.5625,0.404496,0.48999999999999994,0.42250000000000004
meteofrance_TEMPERATURE_celsius.78925.D,2024-08-20,dbnomics,Data,0.0,True,0.5,0.25,0.375,0.140625,0.6,0.85,0.7,0.636,0.65,0.65,0.36,0.7224999999999999,0.48999999999999994,0.404496,0.42250000000000004,0.42250000000000004
meteofrance_TEMPERATURE_celsius.78925.D,2024-10-19,dbnomics,Data,0.0,True,0.305,0.093025,0.2,0.04,0.45,0.65,0.55,0.636,0.6,0.6,0.2025,0.42250000000000004,0.30250000000000005,0.404496,0.36,0.36
meteofrance_TEMPERATURE_celsius.78925.D,2025-01-17,dbnomics,Data,0.0,True,0.01,0.0001,0.2,0.04,0.25,0.2,0.3,0.636,0.55,0.55,0.0625,0.04000000000000001,0.09,0.404496,0.30250000000000005,0.30250000000000005
meteofrance_TEMPERATURE_celsius.78925.D,2025-07-21,dbnomics,Data,0.0,True,0.5,0.25,0.485,0.235225,0.5,0.8,0.8,0.636,0.75,0.6,0.25,0.6400000000000001,0.6400000000000001,0.404496,0.5625,0.36
meteofrance_TEMPERATURE_celsius.07591.D,2024-07-28,dbnomics,Data,1.0,True,0.51,0.2400999999999999,0.5,0.25,0.55,0.6,0.75,0.7,0.65,0.7,0.20249999999999996,0.16000000000000003,0.0625,0.09000000000000002,0.12249999999999998,0.09000000000000002
meteofrance_TEMPERATURE_celsius.07591.D,2024-08-20,dbnomics,Data,1.0,True,0.4,0.36,0.5,0.25,0.6,0.55,0.75,0.7,0.65,0.65,0.16000000000000003,0.20249999999999996,0.0625,0.09000000000000002,0.12249999999999998,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07591.D,2024-10-19,dbnomics,Data,0.0,True,0.0,0.0,0.24,0.0576,0.3,0.2,0.3,0.65,0.6,0.35,0.09,0.04000000000000001,0.09,0.42250000000000004,0.36,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07591.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.1,0.01,0.05,0.1,0.1,0.3,0.55,0.15,0.0025000000000000005,0.010000000000000002,0.010000000000000002,0.09,0.30250000000000005,0.0225
meteofrance_TEMPERATURE_celsius.07591.D,2025-07-21,dbnomics,Data,1.0,True,0.51,0.2400999999999999,0.5,0.25,0.5,0.6,0.65,0.65,0.55,0.6,0.25,0.16000000000000003,0.12249999999999998,0.12249999999999998,0.20249999999999996,0.16000000000000003
meteofrance_TEMPERATURE_celsius.07650.D,2024-07-28,dbnomics,Data,1.0,True,0.5,0.25,0.5,0.25,0.55,0.7,0.75,0.714,0.85,0.7,0.20249999999999996,0.09000000000000002,0.0625,0.08179600000000002,0.022500000000000006,0.09000000000000002
meteofrance_TEMPERATURE_celsius.07650.D,2024-08-20,dbnomics,Data,1.0,True,0.5,0.25,0.5,0.25,0.6,0.65,0.75,0.714,0.75,0.65,0.16000000000000003,0.12249999999999998,0.0625,0.08179600000000002,0.0625,0.12249999999999998
meteofrance_TEMPERATURE_celsius.07650.D,2024-10-19,dbnomics,Data,0.0,True,0.03,0.0009,0.2,0.04,0.4,0.3,0.65,0.714,0.5,0.45,0.16000000000000003,0.09,0.42250000000000004,0.5097959999999999,0.25,0.2025
meteofrance_TEMPERATURE_celsius.07650.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.09,0.0081,0.1,0.1,0.55,0.714,0.4,0.15,0.010000000000000002,0.010000000000000002,0.30250000000000005,0.5097959999999999,0.16000000000000003,0.0225
meteofrance_TEMPERATURE_celsius.07650.D,2025-07-21,dbnomics,Data,1.0,True,0.56,0.1935999999999999,0.51,0.2400999999999999,0.5,0.7,0.7,0.714,0.6,0.6,0.25,0.09000000000000002,0.09000000000000002,0.08179600000000002,0.16000000000000003,0.16000000000000003
meteofrance_TEMPERATURE_celsius.07607.D,2024-07-28,dbnomics,Data,1.0,True,0.78,0.0483999999999999,0.5,0.25,0.55,0.85,0.1,0.55,0.5,0.5,0.20249999999999996,0.022500000000000006,0.81,0.20249999999999996,0.25,0.25
meteofrance_TEMPERATURE_celsius.07607.D,2024-08-20,dbnomics,Data,1.0,True,0.71,0.0841,0.55,0.2024999999999999,0.6,0.85,0.1,0.55,0.55,0.5,0.16000000000000003,0.022500000000000006,0.81,0.20249999999999996,0.20249999999999996,0.25
meteofrance_TEMPERATURE_celsius.07607.D,2024-10-19,dbnomics,Data,0.0,True,0.05,0.0025,0.3,0.09,0.3,0.25,0.05,0.55,0.5,0.4,0.09,0.0625,0.0025000000000000005,0.30250000000000005,0.25,0.16000000000000003
meteofrance_TEMPERATURE_celsius.07607.D,2025-01-17,dbnomics,Data,0.0,True,0.0,0.0,0.2,0.04,0.05,0.05,0.01,0.3,0.5,0.15,0.0025000000000000005,0.0025000000000000005,0.0001,0.09,0.25,0.0225
